id,name,cost
6150293,*CIP* DRSG SLVR TEGADERM AG MESH 4X5,8.95
6278008,SYR PHARM NEOCONN AMB 60ML,0.66
6120001,TAPE MICROFOAM 4X5.5YD,3.76
6241732,ARMBOARD VINYL WHT ADLT 9X3,0.24
6166667,GLOVE EXAM STERLING 12 PF XL,9.95
6245112,THERM DIG DISP,1.28
6168419,SHAMPOO NO RINSE ALC FREE 8OZ,2.1
6120967,SYR CATH TIP BD 50ML,0.31
6322337,TB NG SALEM SUMP ENFIT 16FR,0.01
6121386,CATH SUCT WHISTLE ST 12FR,0.34
6220510,WRAP STRL QK CHECK H100 24X24,24.99
6114515,STKNG THIGH TED OPEN SM LNG,3.85
6112296,KT OSTOMY CONE IRG,6.31
6206679,TB VASELINE PURE WHT 0.6OZ,0.4
6114516,STKNG THIGH TED OPEN MD SHRT,3.85
6275877,PAD GEL HD LAT W DISH 9X10,51.05
6114636,BNDG RL DERMACEA STER3PLY2X4YD,0.24
6291720,WIPE LENS SEE CL 6X5,0.03
6166562,DRSG INTERDRY AG 10X144,46.44
6322338,TB NG SALEM SUMP ENFIT 18FR,0.01
6189590,CHAMBER AEROCHAMBER+ W WHSTL CA50,5.3
6296034,SET BLD ALARIS 180MCRN 121IN,8.39
6260363,COV PROBE SURETEMP,0.44
6298237,SET ADMIN MINILOC SFTY 22GX1,0.01
6270749,COV PROBE THERMOSCAN PRO6000,0.01
6114517,STKNG THIGH TED OPEN MD REG,9.36
6114637,BNDG RL DERMACEA STER3PLY3X4YD,0.24
6240971,SOLIDIFIER GEL 2000CC 2.1OZ,1.22
6293014,SOL PREP PVP IODINE 10% 4OZ CA48,1.16
6250171,SLV SCD CALF VENAFLOW 22,13.59
6178528,BLANKET WARM UNDERBODY FULL,22.43
6180500,LMA ST AURASTRAIGHT SZ3,4.75
6121399,ASPIR SUCT MECONIUM CL,6.48
6114518,STKNG THIGH TED OPEN MD LNG,3.85
6114638,BNDG RL DERMACEA STER3PLY4X4YD,0.29
6120004,TAPE MICROPORE 0.5X10YD,0.09
6189422,BG SPECMN URNCLOTHADHPEDS200ML,2.08
6298239,SET ADMIN MINILOC SFTY 22GX1.5,5.2
6253322,SET ALARIS ADMIN 3Y SMARTSITE,5.05
6303540,TEST STREP A XPERT XPRESS,199.87
6276466,CAP DISINF JET PORT PROTECT,0.77
6309169,APPL CHLORAPREP CL 3ML,0.84
6112308,BARR FLXTND TAPE FLAT BLU 57MM,2.05
6243131,RESUSC MASK MANO NEO-TEE <60CM,35.88
6319957,CATH EXTL KT FEMALE PUREWICKLF,11.69
6114519,STKNG THIGH TED OPEN LG SHRT,6.39
6114639,BNDG RL DERMACEA STER3PLY6X4YD,0.51
6249369,CONTR GRAD TRIANG BLK,0.26
6323306,FLTR LN MALE SHRTTERMADLT6.5FT PK25,9.61
6130301,CONTR SHARPS SHARPSAFETY HZD WASTE BLK 8GA,10.57
6324223,MASK AEROSOL ELNG RCI PEDS22MM,0.44
6120005,TAPE MICROPORE 1X10YD,0.28
6177672,GLOVE EXAM CHEMO NITRL PF MD,5.74
6265598,SOL IRG 0.9NACL BBRA CONTR 3000ML BG,10.42
6120973,SYR LL CARD 3ML,0.05
6206314,DRSG TRNSPAR BASIC FRM TEGADERM 4X4.75,0.46
6120006,TAPE MICROPORE 2X10YD,0.52
6316786,BLADE SPECTRUM LOPRO DISP S2,46.8
6178802,GLOVE EXAM CHEMO NITRL PF LG,7.7
6179603,SHAMPOO CUCUMBER/MELON 4OZ,0.79
6323307,FLTR LN LNG TERM PEDS 6.5FT,12.42
6168909,DRSG AQUACEL HYDROFIBER 4X5,2.97
6324224,MASK AEROSOL ELNG ADLT 22MM,0.37
6325509,KT CVC TL PRSS INJBLU+7FRX20CM,96.58
6188537,TB SUCT MEDIVAC STER3/16IN10FT,0.84
6299896,WIPE BARR CREAM SHIELD3PK9X8.5,0.78
6114520,STKNG THIGH TED OPEN LG REG,9.36
6278083,INTERFACE TRAC OPTIFLOW,20.75
6114521,STKNG THIGH TED OPEN LG LNG,3.85
6309171,APPL CHLORAPREP CL 1ML,0.41
6178475,*CIP* BNDG ELAS DELX LF STER 4X5YD,1.68
6180504,LMA AURAFLEX SZ2,12.75
6234332,TEST QUI INFLUENXA A+B,247.5
6324225,MASK AEROSOL TRACH ADLT 22MM,0.76
6243133,CHAMBER AEROCHAMBER+ W MASK LG,11.03
6194769,TISS FACIAL PREFERENCE 7.63X9,0.62
6283897,CONN MICROCLAVE CL 165ML/MN,0.83
6171469,STYLET INTUB 14FR 5-10MM,2.07
6293765,BLADE BRITEBLADE PRO MAC SZ2,4.25
6220517,WRAP STRL QK CHECK H400 36X36,69.24
6316025,DIAPER SWADDLERS SZ4 22-37LB,0.47
6120008,TAPE TRANSPORE CL 0.5X10YD,0.25
6178476,*CIP* BNDG ELAS DELX LF STER 6X5YD,2.08
6327297,MASK AEROSOL FACE TENTMEDLWOTB,0.66
6180505,LMA AURAFLEX SZ2.5,12.75
6265505,SET EXT 0.2MCRN CARESITE,2.19
6253329,SET ALARIS PRSS SENS MICRO 60,2.08
6193264,CONN SUCT TB 5-IN-1 STER CA200,0.77
6281257,PROTECT SKIN CAVILON ADV 2.7ML,8.64
6131194,CATH IV INSYTE SFTY ST16GX1.77,1.5
6293766,BLADE BRITEBLADE PRO MAC SZ3,3.88
6171766,STYLET INTUB 6FR 2.5-4.5MM,2.07
6224796,BNDG UNNA BOOT UNNAFLEX 4X10YD,4.69
6225251,SWAB TOOTHETTE PLUS BICARB EA,0.09
6180506,LMA AURAFLEX SZ3,12.72
6120131,SOL ISOPROPYL ALC 70% 16OZ,1.45
6249115,STRAINER CALCULI URN,0.25
6316026,DIAPER SWADDLERS PRM P-S <6LB,0.58
6316789,BLADE SPECTRUM LOPROS3 DISP,36
6220519,WRAP STRL QK CHECK H400 48X48,39.08
6316049,DIAPER SWADDLERS SZ1 8-14LB,0.15
6172062,STYLET INTUB 10FR,2.07
6316790,BLADE SPECTRUM LOPROS4 DISP,34.88
6180507,LMA AURAFLEX SZ4,12.75
6265527,SET EXT 1.2MCRN CARESITE,0.01
6120144,SOL CHG 4% HIBICLENS 32OZ,8.05
6120813,SET BLD COLLT SFTY WO LUER ADPTR 23GX0.75 12IN,1.24
6293767,BLADE BRITEBLADE PRO MAC SZ4,4.27
6293589,BG EMESIS LDPE WHT DISP 1500ML,0.2
6189258,CATH SUCT SGL DELEE RED 18FR,1.15
6120011,TAPE TRANSPORE CL 2X10YD,1
6189370,GLOVE EXAM CHEMO NITRL PF SM,6.88
6265530,SET EXT SMBORE T-PORT 4IN,1.04
6268408,SET PRIM LOW SORBING 107IN,6.19
6309175,APPL CHLORAPREP ORG 26ML,6.23
6323010,TB NG PU ENFIT PUR 5FR 40CM,7.91
6221997,CATH CLSD DBL SWIVEL 12FR 12,8.96
6171769,SPECULUM OTO KLEENSPEC 3MM,0.99
6180508,LMA AURAFLEX SZ5,11.88
6172719,TB ET NASAL RAE TAPERGUARD 6.5,4.44
6240734,CATH CLSD DBL SWIVEL 12FR 21.3,8.87
6298675,RESUSC MANOPEEPMASK INFANT NEO,10.95
6120175,SWAB PREP PVI,0.13
6303759,CONTR SPECMN STER 3OZ,0.15
6171775,SPECULUM OTO KLEENSPEC 4MM,0.99
6273770,DRSG TRANS TEGADERM 2 3/8X4,0.48
6120016,TAPE MEDIPORE H 3X10YD,4.97
6121006,NDLE HYPO REG BEVEL BD 25GX1.5,0.07
6319597,DIAPER SWADDLERS SZ3 16-28LB,0.52
6131257,PLSTR CAST BNDG XTR FAST 4X5YD,1.2
6120017,TAPE DURAPORE 3X10YD,1.35
6305521,BEDPAN FRAC PLST GRY,0.83
6121560,CATH FOLEY SIL 2W 10FR 3CC,3.74
6131258,PLSTR CAST BNDG XTR FAST 6X5YD,1.66
6323315,FLTR LN INTUB LNG TERMNEO6.5FT,10.25
6324516,FORMULA SIMILAC 360 TOTAL 2OZ,0
6249106,ELTD MON RED DOT CLOTH PEDS,0.4
6155674,PLSTR CAST BNDG FAST 2X3YD,0.64
6265534,SET EXT SMBORE LL 61IN,1.01
6202667,SET ACC SIMPLE CHEST DRN VALV,68.65
6114649,PKNG IODOFORM 0.25X5YD,1.84
6120018,TAPE DURAPORE 1X10YD,0.45
6188615,CATH IV ANGIOCATH 14GX5.25,12
6220524,WRAP STRL QK CHECK H200 30X30,27.59
6240843,INTR PICC MINI STICK II 5FR,39
6239556,BLADE SS STER SZ10,0.25
6265535,SET EXT STD BORE FEMALE LL 7IN,0.62
6274656,SET PRIM PUMP 2 CHECK VALV 81,4.23
6285570,CATH CLSD DBL SWIVEL 14FR,8.23
6114650,PKNG IODOFORM 0.50X5YD,2.18
6120019,TAPE DURAPORE 0.5X10YD,0.22
6121020,NDLE HYPO REG BEVEL BD 23GX1,0.06
6155675,PLSTR CAST BNDG FAST 3X3YD,0.81
6293774,BLADE BRITEBLADEPROMILLER SZ2,3.61
6189198,AIRW NASAL PVC FIXED 30FR165MM,1.65
6305524,URINAL SUPREME PLST DISP CL,0.45
6114651,PKNG IODOFORM 1X5YD,2.26
6286920,MOUTHWASH LISTERINE NOALC3.5OZ,0.82
6225501,CONN SUCT TBSIMSSTERST3/16X.25,0.73
6155676,PLSTR CAST BNDG FAST 4X5YD,1.2
6168878,DRAPE UTILITY W TAPE 25X15,0.6
6239557,BLADE SS STER SZ11,0.26
6239557,BLADE SS STER SZ11,0.26
6114652,PKNG IODOFORM 2X5YD,3.5
6315642,CANN O2 SOFT CUSH UCONNADLT7FT,0.63
6155677,PLSTR CAST BNDG FAST 5X5YD,1.44
6240711,BLADE SS STER SZ12,1.33
6241204,SPECIMEN TRAP ARGY 40ML,0.87
6305525,BASIN EMESIS PLST GRY 700ML,0.09
6246344,SYS OPEP AEROBIKA OSCL,42.37
6253980,STKNG THIGH TED OPEN REG XL,3.85
6189294,SYR MAGELLAN SFTY NDLE CARD 1ML 25GX5/8,0.52
6189200,AIRW NASAL PVC FIXED 34FR175MM,1.65
6305526,COLLT SPECMN HAT URNSTOOL900ML,0.42
6114653,PKNG PLAIN STER 0.25X5YD,1.77
6155678,PLSTR CAST BNDG FAST 6X5YD,1.46
6165063,SYR LL TUBERCULIN 1ML,0.32
6305527,BASIN WASH RECT GRY 6QT,0.48
6180154,DRSG MEPILEX FOAM NO BORD 4X4,2.65
6282854,MASK ANES TOP VALV FLEX SM SZ4,1.2
6114654,PKNG PLAIN STER 0.50X5YD,1.76
6140959,TAPE DURAPORE 2X10YD,0.9
6276443,LMA AURAGAIN GASTRIC ACC SZ3,6.66
6282855,MASK ANES TOP VALV FLEXADLTSZ5,1.08
6325600,SUCT CANISTER SAFELNR 1000ML,1.33
6114655,PKNG PLAIN STER 1X5YD,1.82
6208442,BLANKET WARM UNDERBODY ADLT,14
6225046,GLOVE EXAM VINYL LG,3.09
6176520,TEST STRIP COAGUCHEK XS 2X24,187
6276444,LMA AURAGAIN GASTRIC ACC SZ4,6.95
6305529,CONTR DENTURE W LID PLST BLU,0.11
6316426,CANN NASALCMFTSOFTPLUSADLT14FT,0.99
6282856,MASK ANES TOP VALV FLEX LG SZ6,1.18
6283062,TRAY CATH SUCT GRAD DELEE 5FR,0.51
6202640,NDLE HYPO SFTYMAGELLAN25GX1.5,0.24
6114656,PKNG PLAIN STER 2X5YD,2.7
6143296,BNDG SLFADH COBAN TAN 3X5YD,1.09
6169009,NDLE HYPO REG BEVEL BD 30GX1,0.05
6184197,DRSG GEL MEPITEL ONE 4X7,9.1
6260684,TOWEL SURG STER DELX BLU PK2,0.88
6316913,NEB MISTY MAX 7FT TB DISP,0.81
6276445,LMA AURAGAIN GASTRIC ACC SZ5,6.74
6282857,MASK ANES TOP VALV FLEX NEOSZ1,1.07
6299815,TOOTHPASTE COLGATE 0.88OZ,0.81
6151870,TAPE TRANSPORE CL 1X10YD,0.54
6169010,NDLE HYPO REG BEVEL BD 18GX1.5,0.03
6283967,MASK ANES TOPVALVFLEXINFANTSZ2,1.06
6260685,TOWEL SURG STER DELX BLU PK4,1.58
6189257,CONTR SHARPS NOVAPLUS IN ROOM CL 5QT,2.17
6283968,MASK ANES TOP VALVFLEXCHILDSZ3,1.27
6294321,SET ALARIS SMARTSITE LOW SORB,9.49
6241198,GLOVE EXAM VINYL PF SM,1.97
6206295,AIRW GUEDEL CATH GD 90MM,0.64
6218309,GOWN BAIR PAWS PEDS,0.01
6241572,GLOVE EXAM VINYL PF MD,2.7
6206721,AIRW GUEDEL CATH GD 110MM,0.64
6244290,KT SGL TRANSD 60IN,20.55
6114662,DRSG TELFA 3X8,0.06
6325101,LARYNSCP BLADE MACX3,72.89
6298173,SET ALARIS PCA ANTI-SIPHON92IN,3.57
6240278,CIRCUIT BIPAP NIV EXHALE PORT,7.13
6215399,AIRW GUEDEL CATH GD 100MM,0.64
6114670,DRSG GZ VASELINE STER 1X36,0.51
6265615,SET EXT MICRO FLUID 0.02X60,1.16
6215400,AIRW GUEDEL CATH GD 80MM,0.64
6183504,TAPE CAST FBRGLS WHT 1IN,1.34
6291524,KT AIRW SUPRAGLOTTIC LTS-D SZ3,34
6114672,DRSG GZ VASELINE STER 3X36,0.73
6291525,KT AIRW SUPRAGLOTTIC LTS-D SZ4,34
6300119,SET INFUS CHECK VALV 3Y ALARIS,4.33
6263338,CIRCUIT EVAQUA II LOW FLOW,35.01
6114673,DRSG GZ XEROFORM STER 1X8,0.35
6215402,AIRW GUEDEL CATH GD 60MM,0.64
6247309,GLOVE EXAM STERLING 9.5 PF MD,0.33
6114674,DRSG GZ XEROFORM STER 5X9,0.48
6247310,GLOVE EXAM STERLING 9.5 PF LG CA200,0.01
6262192,CAP BOUFFANT SPUNBOND BLU LG24,0.05
6181816,SYR LL BD 20ML,0.23
6189432,TB ET LO-PRO CUFF MURPHY 4.0MM,1.49
6285746,SENS SPO2 RD SET INFANT 3-20KG,9
6325312,PICC DL PROVENA SOLO3CGMAX+4FR,271.75
6189433,TB ET LO-PRO CUFF MURPHY 4.5MM,1.49
6114685,SPNG GZ CURITY STER 12PLY 3X3,0.05
6216777,CONTR SHARPS RED CL LID 2GA,2.73
6114686,SPNG GZ CURITY STER 12PLY 4X4,0.06
6240690,*CIP* BNDG ELAS EZE-BAND 3X5YD,0.55
6189438,TB ET ORAL RAE CUFF MURPHY 4.5,4.44
6285568,SET EXT PRSS INFUS MICROCLAVE7,1.38
6189439,TB ET ORAL RAE TAPERGUARD5.0MM,4.44
6240691,*CIP* BNDG ELAS EZE-BAND 4X5.5YD,0.87
6325315,PICC SL PROVENA SOLO MAX 3FR,189.19
6264839,BLANKET HYPER/HYPO MULT 25X64,11.99
6189440,TB ET ORAL RAE TAPERGUARD5.5MM,4.44
6206606,CUFF BP 1TB BAY REUS ADLT SZ 12 LG,0.01
6213288,TAPE MEFIX 4X11YD,6.96
6240692,BNDG ELAS EZE-BAND 4X11YD,1.56
6279723,SYR NDLE INS SFTY 1ML 29GX0.5,0.34
6240693,BNDG ELAS EZE-BAND 6X11YD,2.26
6189441,TB ET ORAL RAE TAPERGUARD6.0MM,4.44
6206610,CUFF BP 1TB HP REUS ADLT,0.01
6266083,PAD THERAPY TPUMP MULTPAD13X18,10.5
6189442,TB ET ORAL RAE TAPERGUARD7.0MM,4.44
6224897,CONTR SHARPS NOVAPLUS PHLEB HNG RED 1QT,1.03
6321079,CNTRST POLIBAR PLUS 750ML,4.94
6189443,TB ET ORAL RAE TAPERGUARD8.0MM,4.44
6313592,SET INFUS 2PC MALE LL,4.26
6189444,TB ET ORAL RAE CUFF MURPHY 4.0,4.44
6205872,DRSG DUODERM XTHN 6X6,2.13
6206619,CUFF BP 2TB HP SOFT DISP THIGH,3.35
6189445,TB ET NASAL RAE TAPERGUARD 6.0,4.44
6120180,COTTONBALL PREP CURITY MD,2.72
6189446,TB ET NASAL RAE TAPERGUARD 7.0,4.44
6189618,PAD CAST SOF-ROL 3X4YD,0.47
6189619,PAD CAST SOF-ROL 4X4YD,0.55
6259529,AIRW BERMAN PNK 40MM BX50,0.01
6270639,CONTR SHARPS CHEMOSLIDELID18GA,18.54
6189620,PAD CAST SOF-ROL 6X4YD,0.83
6276955,GLOVE EXAM NITRL STERLING PFMD,0.29
6189621,PAD CAST SOF-ROL 2X4YD,0.25
6327481,SET INFUS SAPPHIREMACRONV2Y120,4.97
6241693,BG DRN BILE SGL PORT 9OZ,5.47
6241718,*CIP* BNDG ELAS EZE-BAND 6X5.5YD,0.95
6145986,SPNG KERLIX SUP STER 5S 6X6.75,0.55
6240852,KT ABG PRO-VENT 3ML LL STRIP 23GX1,1.05
6275532,TAPE MEDIPORE H 4X10YD,6.17
6172309,SPNG KERLIX SUP STER 10S6X6.75,1.05
6275533,TAPE MEDIPORE H 1X10YD,1.65
6275534,TAPE MEDIPORE H 2X10YD,3.09
6170753,CATH FOLEY BARDEX SIL 2W 14FR 5CC,3.74
6319778,CONTR SHARPS-A-GATOR RED 10GA,6.51
6240794,DRSG WND PURACOL PLUS4.25X4.25,14.77
6176117,DRSG TELFA ISLAND 2X3.75,0.09
6193271,SPLT ORTHOGLS PRECUT 3X12,5.04
6222296,CUFF BP 2TB MQ SOFT DISP ADLT,1.78
6266818,NDLE HYPO REG BEVEL BD 27GX0.5,0.07
6193272,SPLT ORTHOGLS PRECUT 4X30,11.74
6270696,NDLE HYPO REG BEVEL BD 18GX1,0.05
6315655,AIRW GUEDEL SMTH BLU SZ0 50MM,0.35
6193273,SPLT ORTHOGLS PRECUT 4X15,5.44
6271913,SYR LL BD 30ML,0.28
6172664,CATH FOLEY SIL 2W 24FR 30CC,5.36
6193274,SPLT ORTHOGLS PRECUT 3X35,11.84
6271914,NDLE HYPO REG BEVEL BD 25GX1,0.07
6271916,NDLE HYPO REG BEVEL BD 21GX1,0
6172669,PLUG CATH DRN STER,0.31
6193318,SPLT ORTHOGLS RL 3X15FT,47.58
6241760,CUFF BP 2TB MQ SOFT DISPADLTLG,2.17
6173911,CATH FOLEY SIL 2W 20FR 30CC,5.04
6241700,KT TRACH CARE W PEROXIDE,1.44
6241761,CUFF BP 2TB MQ SOFT DISP CHILD,1.68
6193322,TAPE CAST FBRGLS WHT 2IN,1.5
6257242,CUFF BP 1TB HP REUS ADLT SM,0.01
6193323,TAPE CAST FBRGLS WHT 3IN,1.84
6257243,CUFF BP 1TB HP REUS ADLT LNG,0.01
6193324,TAPE CAST FBRGLS WHT 4IN,2.23
6271931,SYR LL BD 5ML,0.1
6193327,TAPE CAST FBRGLS PNK 3IN,1.71
6263568,CUFF BP 1TB HP SOFT DISPINFANT,1.84
6271933,SYR LL BD 50ML,1
6263569,CUFF BP 1TB HP SOFT DISP CHILD,1.84
6193305,SPNG GZ CURITY STER 8PLY 2X2,0.03
6263572,CUFF BP 1TB HP SOFT DISP ADLT,2.08
6271943,NDLE HYPO REG BEVEL BD 27GX1.5,0.21
6216023,GLOVE SURG PROTXS PI PF 8.5,1.51
6267047,CUFF BP 1TB HP REUS NEWBORN,0.01
6277291,SYR LL BD 10ML,0.11
6193331,DRSG KERLIX STER RL 4.5X4YD,0.65
6193373,TAPE CAST FBRGLS LT BLU 2IN,1.5
6216024,GLOVE SURG PROTXS PI PF 8.0,1.5
6216025,GLOVE SURG PROTXS PI PF 7.5,1.84
6313324,VENTILATOR GO2VENT DISP,0.01
6193374,TAPE CAST FBRGLS LT BLU 3IN,1.71
6216026,GLOVE SURG PROTXS PI PF 7.0,1.5
6193375,TAPE CAST FBRGLS LT BLU 4IN,2.23
6216027,GLOVE SURG PROTXS PI PF 6.5,1.5
6188360,TRAY IRG PIST SYR 60CC,1.77
6193427,DRSG ADAPTIC 3X8,0.44
6216028,GLOVE SURG PROTXS PI PF 6.0,1.5
6203929,APPL COTTON TIP PLST STER 6IN,0.05
6188488,CATH FOLEY LUB-SIL 2W 12FR 5CC,7.26
6188489,CATH FOLEY LUB-SIL 2W 14FR 5CC,7.16
6188490,CATH FOLEY LUB-SIL 2W 16FR 5CC,7.26
6200037,TAPE CAST FBRGLS BRT PNK 2IN,1.5
6188492,CATH FOLEY LUB-SIL 2W 22FR 5CC,6.81
6200041,TAPE CAST FBRGLS BRT PNK 4IN,2.23
6267059,CUFF BP 1TB HP REUS CHILD SM,0.01
6188495,CATH FOLEY LUB-SIL 2W 22FR30CC,8.11
6285221,DRSG MEPILEX BORD SACRUM 9X9,9.42
6241582,SPNG GZ CURITY 12PLY 4X4,0.02
6241049,TB ET SOFT SEAL CUFF 5.0MM,2.13
6241051,TB ET SOFT SEAL CUFF 7.0MM,2.42
6287130,DRSG BARR ACTICOAT FLEX7 4X5,13.68
6313751,GLASSES SFTY CHIEF FRMLESS CL,1.38
6241053,TB ET SOFT SEAL CUFF 8.0MM,2.37
6241054,TB ET UNCUF MURPHY 3.5MM,1.72
6241055,TB ET UNCUF MURPHY 4.0MM,1.8
6287515,DRSG ANTIMIC SILVCEL 4.25X4.25,5.59
6204752,SPLT ORTHOGLS RL 4X15FT,57.09
6241057,TB ET UNCUF MURPHY 5.0MM,2.17
6204753,SPLT ORTHOGLS RL 5X15FT,68.01
6194767,DEV SECURE FOLEY TRICOT ADLT,3.21
6330125,GLOVE EXAM STERLING SG PF SM,8.57
6220385,STKNT SYN DELTA-NET 2X25YD,12.68
6330126,GLOVE EXAM STERLING SG PF MD,8
6330127,GLOVE EXAM STERLING SG PF LG,8
6202714,CATH COUDE SIL 2W 14FR 5CC,27.06
6220386,STKNT SYN DELTA-NET 3X25YD,15.47
6220387,STKNT SYN DELTA-NET 4X25YD,20.36
6330128,GLOVE EXAM STERLING SG PF XL,11.21
6330129,GLOVE EXAM VINYL PF XL,2.7
6263331,TB ET TAPERGUARD MURPHY 9.0MM,1.48
6298172,DRSG EYE PAD STER 1-5/8X2-5/8,0.07
6266711,TB ET TAPERGUARD MURPHY 5.5MM,1.49
6266712,TB ET TAPERGUARD MURPHY 6.0MM,1.49
6266713,TB ET TAPERGUARD MURPHY 6.5MM,1.49
6305531,DRAPE SURG HALF SH 44X60,0.86
6266715,TB ET TAPERGUARD MURPHY 7.5MM,1.49
6266717,TB ET TAPERGUARD MURPHY 8.5MM,1.49
6266720,TB ET LO-PRO CUFF MURPHY 3.0MM,1.49
6305752,DRSG MEPILEX BORD FLEX 4X4,2.69
6276040,TB ET UNCUF MURPHY MAGILL2.5MM,0.98
6276041,TB ET UNCUF MURPHY MAGILL2.0MM,0.99
6208611,CATH FOLEY LUB-SIL 2W 20FR 5CC,7.26
6276042,TB ET UNCUF MURPHY MAGILL3.0MM,0.94
6276045,TB ET UNCUF MURPHY MAGILL4.5MM,1.25
6241699,STKNT SYN DELTA-NET 6X25YD,25.44
6267116,CUFF BP 2TB MQ SOFT DISPINFANT,1.68
6216872,BG URN DRN ANTIREFLUX 2000ML,2.99
6267124,CUFF BP 2TB MQ SOFTDISPCHILDSM,1.68
6320642,DRSG AQUACEL AG SURG 3.5X10,28.98
6242340,NDLE BX ULTRAVUE SPNL 20GX3.5,6.91
6267139,CUFF BP 2TB MK SOFT DISPADLTSM,1.78
6229941,CATH FOLEY LUB-SIL 2W 24FR 5CC,3.48
6267153,CUFF BP 2TB MQ SOFTDISPADLTLNG,2.04
6232078,CATH FOLEY SIL 3W 22FR 30CC,9.69
6237514,CATH FOLEY LUB-SIL 2W 6FR1.5CC,21.84
6267155,CUFF BP 1TB HP SOFT DISPADLTLG,2.46
6241226,CATH FOLEY LUB-SIL 2W 8FR 3CC,7.08
6267170,CUFF BP 2TB MQ SOFT DISP THIGH,3.23
6275613,TRAY FOLEY LUBRISIL URNMTR 350ML STATLOCK 16FR,45.55
6275615,TRAY ADD-A-FOLEY URINMETER LF,13.13
6275878,WIPE POST INSRT FOLEY 7.9X7.9,1.58
6331634,CUFF BP NEOQUIK DISP NEO SZ4,0.01
6277271,TRAY FOLEY URNMTR 14FR,22.94
6331635,CUFF BP NEOQUIK DISP NEO SZ5,0.01
6318798,CATH INTMT PVC MALE ST 12FR,0.55
6318799,CATH INTMT PVC MALE ST 14FR,0.55
6325906,TRAY CATH URTHRL SURE14FR,8.75
6322698,TB GASTRO REPL ENFIT ST 20FR,27.68
6172410,SYR SAFETY NDLE BD 1ML 25GX5/8,0.26
6332952,KT PERICARDCENT ST 8.3FR 40CM,0.01
6333543,CUFF BP 1TB THIGH DISP 44-56CM,0.01
6335232,COTTONBALL PREP DUKAL MD,17.43
6335438,SANTZR HAND GEL PURELL 12OZ,2.01
6336204,LOTION BODY REMEDY UNSC 4OZ,0.61
6337326,BRIEF WINGS+ WHT ADLT MD,2.85
6337327,BRIEF WINGS+ BLU ADLT LG,5.58
6337328,BRIEF WINGS+ BGE ADLT XL,5.58
6337454,PAD TENDER CARE HYDROGEL STER,4.29
6337484,PAD INCONT WING NIGHT 14X27,9
6338453,TOOTHBRUSH PREM ADLT,0
6340007,FLOWMETER PEAK MINI 60-720 LPM,0
6339963,PAPER FETAL CMS4305 6X47FT,0
